id,admin_pages,admin_duration,info_pages,info_duration,product_pages,product_duration,bounce_rate,exit_rate,page_values,special_day,month,operating_system,browser,region,traffic_type,visitor_type,weekend,revenue,total_pages,total_duration,product_focus,avg_time_per_page,bounce_exit_gap
28,0,0.0,0,0.0,47,3650.316667,0.0,0.003333333,97.19657367,0.0,Nov,2,2,1,10,Returning_Visitor,0,1,47,3650.316667,0.9792,76.0483,0.003333
29,0,0.0,0,0.0,20,2280.833333,0.01,0.038333333,0.0,0.0,May,1,1,1,4,Returning_Visitor,0,0,20,2280.833333,0.9524,108.6111,0.028333
30,0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.2,May,3,2,1,13,Returning_Visitor,0,0,4,0.0,0.8,0.0,0.0
31,16,284.85,0,0.0,276,4758.380638,0.001034483,0.007306262,27.43209507,0.0,May,4,1,3,1,Returning_Visitor,1,1,292,5043.230638,0.942,17.2124,0.006272
32,9,250.0833333,2,30.5,155,4643.283732,0.002073171,0.007466851,10.11599409,0.0,Nov,2,2,1,3,Returning_Visitor,0,1,166,4923.8670653,0.9281,29.4842,0.005394
33,4,178.0,2,209.0,17,2777.666667,0.0,0.009090909,0.0,0.0,Mar,3,2,7,1,Returning_Visitor,0,0,23,3164.666667,0.7083,131.8611,0.009091
34,0,0.0,0,0.0,6,116.5,0.0,0.066666667,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,1,0,6,116.5,0.8571,16.6429,0.066667
35,0,0.0,0,0.0,75,1775.241667,0.001333333,0.019428571,0.0,0.0,Nov,2,6,5,3,Returning_Visitor,1,0,75,1775.241667,0.9868,23.3584,0.018095
36,4,85.0,0,0.0,19,599.0,0.015,0.035,0.0,0.0,May,2,2,1,2,Returning_Visitor,0,0,23,684.0,0.7917,28.5,0.02
37,2,126.75,0,0.0,22,2281.583333,0.02969697,0.043686869,0.0,0.0,Dec,3,2,2,3,Returning_Visitor,0,0,24,2408.333333,0.88,96.3333,0.01399
38,2,123.0,0,0.0,6,178.3333333,0.0,0.023809524,0.0,0.0,May,3,2,1,1,Returning_Visitor,1,0,8,301.3333333,0.6667,33.4815,0.02381
39,5,193.0,1,13.0,66,2049.458471,0.004489796,0.012765306,29.45815149,0.0,Mar,3,2,3,1,Returning_Visitor,1,0,72,2255.458471,0.9041,30.8967,0.008276
40,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,2,7,3,Returning_Visitor,0,0,1,0.0,0.5,0.0,0.0
41,0,0.0,3,146.0,23,1249.216667,0.015384615,0.029102564,15.33867021,0.0,Aug,3,2,3,4,Returning_Visitor,0,0,26,1395.216667,0.8519,51.6747,0.013718
42,2,63.5,0,0.0,9,99.06666667,0.036363636,0.072727273,0.0,0.0,Oct,1,1,1,4,Returning_Visitor,0,0,11,162.56666667000002,0.75,13.5472,0.036364
43,8,364.5,0,0.0,26,783.5,0.007692308,0.013461538,0.0,0.0,May,1,2,4,15,Returning_Visitor,1,0,34,1148.0,0.7429,32.8,0.005769
45,5,30.0,1,4.0,107,4376.902655,0.007272727,0.021707552,0.0,0.0,Oct,2,2,2,4,Returning_Visitor,0,0,113,4410.902655,0.9386,38.6921,0.014435
46,2,45.5,0,0.0,9,122.25,0.0,0.018181818,0.0,0.0,Dec,2,2,7,2,New_Visitor,0,0,11,167.75,0.75,13.9792,0.018182
47,13,913.5222222,3,141.88,29,1293.652222,0.002631579,0.020570175,1.483746347,0.0,Aug,2,2,4,2,Returning_Visitor,1,0,45,2349.0544442,0.6304,51.0664,0.017939
48,0,0.0,0,0.0,20,1117.333333,0.0,0.000956938,0.0,0.0,Mar,2,4,7,2,Returning_Visitor,0,0,20,1117.333333,0.9524,53.2063,0.000957
49,4,115.7,0,0.0,16,655.3833333,0.0,0.012037037,0.0,0.0,Nov,1,1,2,3,Returning_Visitor,0,0,20,771.0833333,0.7619,36.7183,0.012037
50,4,128.125,4,134.5,93,2697.17535,0.006060606,0.019274564,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,1,0,101,2959.80035,0.9118,29.0177,0.013214
51,3,33.6,0,0.0,4,109.5,0.0,0.013333333,0.0,0.0,Oct,3,2,1,2,New_Visitor,0,0,7,143.1,0.5,17.8875,0.013333
52,4,76.0,0,0.0,39,1936.55,0.004761905,0.023809524,5.51397619,0.0,Mar,4,1,3,2,Returning_Visitor,0,0,43,2012.55,0.8864,45.7398,0.019048
53,0,0.0,0,0.0,69,653.2777778,0.014705882,0.053431373,0.0,0.6,May,2,4,7,4,Returning_Visitor,0,0,69,653.2777778,0.9857,9.3325,0.038725
54,0,0.0,0,0.0,8,612.0,0.0,0.014285714,0.0,0.0,Mar,3,3,1,2,New_Visitor,1,0,8,612.0,0.8889,68.0,0.014286
55,3,314.5,0,0.0,22,2837.166667,0.0,0.008333333,0.0,0.0,May,2,4,2,2,New_Visitor,0,0,25,3151.666667,0.8462,121.2179,0.008333
57,0,0.0,0,0.0,4,202.75,0.0,0.025,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,0,0,4,202.75,0.8,40.55,0.025
58,1,37.5,0,0.0,25,593.2916667,0.008333333,0.00375,0.0,0.0,Dec,1,1,1,1,Returning_Visitor,1,0,26,630.7916667,0.9259,23.3627,-0.004583
59,0,0.0,0,0.0,7,220.3333333,0.0,0.01,0.0,0.0,May,2,2,1,5,New_Visitor,0,0,7,220.3333333,0.875,27.5417,0.01
60,3,36.0,2,763.0,9,163.5,0.0,0.014285714,0.0,0.0,Dec,8,2,1,2,New_Visitor,0,1,14,962.5,0.6,64.1667,0.014286
61,3,7.0,1,25.16666667,21,446.0,0.019047619,0.031746032,32.38852793,0.0,Nov,2,2,1,1,Returning_Visitor,0,0,25,478.16666667,0.8077,18.391,0.012698
64,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,June,2,2,1,1,Returning_Visitor,0,0,1,0.0,0.5,0.0,0.0
65,0,0.0,0,0.0,43,3382.083333,0.0,0.011627907,0.0,0.0,May,2,2,1,2,Returning_Visitor,0,0,43,3382.083333,0.9773,76.8655,0.011628
66,2,227.6,0,0.0,115,5284.816825,0.0,0.002849003,0.0,0.0,Oct,2,2,4,4,Returning_Visitor,0,0,117,5512.416825,0.9746,46.7154,0.002849
67,11,157.3889922,3,338.4,46,1624.935625,0.005357143,0.021391443,0.0,0.0,Nov,3,2,3,3,Returning_Visitor,0,0,60,2120.7246172,0.7541,34.766,0.016034
69,0,0.0,0,0.0,42,2058.25,0.021138211,0.051219512,0.0,0.2,May,2,10,7,1,Returning_Visitor,0,0,42,2058.25,0.9767,47.8663,0.030081
70,0,0.0,0,0.0,5,720.5,0.16,0.18,0.0,0.0,Nov,3,2,2,13,Returning_Visitor,0,0,5,720.5,0.8333,120.0833,0.02
71,0,0.0,0,0.0,4,35.33333333,0.05,0.1,0.0,0.0,June,1,1,1,2,Returning_Visitor,1,0,4,35.33333333,0.8,7.0667,0.05
73,2,66.0,1,0.0,10,302.0,0.042857143,0.05952381,19.53495497,0.0,Mar,2,6,3,2,Returning_Visitor,0,1,13,368.0,0.7143,26.2857,0.016667
74,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,2,4,1,3,Returning_Visitor,0,0,1,0.0,0.5,0.0,0.0
75,0,0.0,0,0.0,4,14.2,0.1,0.15,0.0,0.0,Oct,1,1,1,1,Returning_Visitor,1,0,4,14.2,0.8,2.84,0.05
76,1,6.0,0,0.0,29,354.8333333,0.0,0.010344828,0.0,0.0,May,1,1,1,1,Returning_Visitor,1,0,30,360.8333333,0.9355,11.6398,0.010345
77,5,140.8,4,254.75,61,1740.052778,0.007179487,0.023796204,14.62413644,0.0,Nov,2,2,2,2,Returning_Visitor,1,0,70,2135.602778,0.8592,30.0789,0.016617
78,0,0.0,0,0.0,47,1423.0,0.004347826,0.013768116,0.0,0.0,Sep,2,2,7,1,Returning_Visitor,0,0,47,1423.0,0.9792,29.6458,0.00942
79,0,0.0,0,0.0,2,180.1470588,0.033333333,0.055555556,0.0,0.0,Nov,6,2,3,8,Returning_Visitor,0,0,2,180.1470588,0.6667,60.049,0.022222
80,0,0.0,0,0.0,26,810.3713768,0.019230769,0.02530525,0.0,0.8,May,3,2,3,1,Returning_Visitor,0,0,26,810.3713768,0.963,30.0138,0.006074
82,0,0.0,0,0.0,6,316.25,0.0,0.033333333,0.0,0.0,Dec,3,13,9,20,Returning_Visitor,0,0,6,316.25,0.8571,45.1786,0.033333
84,0,0.0,0,0.0,7,1010.166667,0.028571429,0.095238095,0.0,0.0,May,2,2,1,3,Returning_Visitor,0,0,7,1010.166667,0.875,126.2708,0.066667
85,2,386.0,1,25.0,31,2725.0,0.010909091,0.017482517,0.0,0.0,May,2,6,2,5,Returning_Visitor,1,0,34,3136.0,0.8857,89.6,0.006573
88,19,230.3948365,3,48.3,111,3276.190541,0.0088,0.011027644,0.447038663,0.0,Jul,1,1,3,3,Returning_Visitor,0,0,133,3554.8853775,0.8284,26.529,0.002228
89,3,308.0,0,0.0,54,1306.151974,0.003508772,0.012962963,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,0,0,57,1614.151974,0.931,27.8302,0.009454
90,3,35.4,0,0.0,38,937.8075758,0.01025641,0.039316239,0.0,0.0,Jul,3,2,1,1,Returning_Visitor,0,0,41,973.2075758,0.9048,23.1716,0.02906
91,2,49.4,2,7.0,4,53.2,0.028571429,0.042857143,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,0,0,8,109.6,0.4444,12.1778,0.014286
92,9,146.25,0,0.0,25,575.0,0.006666667,0.019666667,0.0,0.0,May,3,2,3,4,Returning_Visitor,1,0,34,721.25,0.7143,20.6071,0.013
93,0,0.0,0,0.0,41,647.8166667,0.0125,0.026666667,0.0,0.4,May,2,2,6,1,Returning_Visitor,0,0,41,647.8166667,0.9762,15.4242,0.014167
94,0,0.0,0,0.0,29,1721.125,0.042528736,0.071264368,0.0,0.6,May,3,2,2,13,Returning_Visitor,0,0,29,1721.125,0.9667,57.3708,0.028736
95,7,48.5,0,0.0,9,116.6666667,0.0,0.006666667,0.0,0.4,May,2,2,1,1,Returning_Visitor,0,0,16,165.1666667,0.5294,9.7157,0.006667
96,0,0.0,0,0.0,4,52.3,0.0,0.1,0.0,0.0,Aug,2,2,6,5,Returning_Visitor,0,0,4,52.3,0.8,10.46,0.1
97,4,82.0,0,0.0,23,570.5166667,0.007407407,0.024074074,0.0,0.0,Mar,1,2,7,8,Returning_Visitor,0,0,27,652.5166667,0.8214,23.3042,0.016667
99,2,57.5,0,0.0,10,677.5,0.047619048,0.070138889,0.0,0.0,May,3,2,2,13,Returning_Visitor,0,0,12,735.0,0.7692,56.5385,0.02252
100,2,80.0,6,141.75,47,3573.472222,0.003773585,0.012006861,34.85660705,0.0,Dec,2,2,3,1,Returning_Visitor,0,0,55,3795.222222,0.8393,67.7718,0.008233
101,0,0.0,0,0.0,25,686.5,0.016,0.032,0.0,0.0,Dec,2,2,7,1,Returning_Visitor,1,0,25,686.5,0.9615,26.4038,0.016
102,7,134.0,2,196.0,11,438.5833333,0.0125,0.032291667,0.0,0.0,May,2,5,1,2,Returning_Visitor,0,0,20,768.5833333,0.5238,36.5992,0.019792
103,2,47.0,0,0.0,42,1528.382468,0.0,0.004761905,17.69657143,1.0,May,1,1,1,4,New_Visitor,1,1,44,1575.382468,0.9333,35.0085,0.004762
105,0,0.0,0,0.0,59,3033.689449,0.00756193,0.015479685,0.0,0.0,Nov,1,2,3,2,Returning_Visitor,0,0,59,3033.689449,0.9833,50.5615,0.007918
106,0,0.0,0,0.0,68,3177.791667,0.005970149,0.011488014,0.0,0.0,May,2,4,4,4,Returning_Visitor,0,0,68,3177.791667,0.9855,46.055,0.005518
107,0,0.0,0,0.0,24,308.8635531,0.0,0.028030303,0.0,0.0,Mar,2,6,2,2,Returning_Visitor,0,0,24,308.8635531,0.96,12.3545,0.02803
109,0,0.0,0,0.0,5,143.0,0.0,0.04,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,0,0,5,143.0,0.8333,23.8333,0.04
110,1,5.5,0,0.0,103,2429.279762,0.034951923,0.044360501,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,0,0,104,2434.779762,0.981,23.1884,0.009409
111,9,387.75,0,0.0,64,980.5021994,0.000866739,0.012798697,9.581561053,0.0,Nov,3,2,3,1,Returning_Visitor,0,1,73,1368.2521993999999,0.8649,18.4899,0.011932
112,9,156.6071429,5,156.75,83,2694.507143,0.0,0.009090909,0.0,0.0,Nov,2,4,1,2,Returning_Visitor,0,1,97,3007.8642858999997,0.8469,30.6925,0.009091
113,7,169.5,0,0.0,50,1557.916667,0.003773585,0.013207547,0.0,0.0,Dec,1,1,3,2,Returning_Visitor,0,0,57,1727.416667,0.8621,29.783,0.009434
114,0,0.0,0,0.0,17,766.5,0.0,0.0125,61.9395,0.0,Mar,2,2,1,2,New_Visitor,1,1,17,766.5,0.9444,42.5833,0.0125
115,4,48.0,0,0.0,2,11.0,0.0,0.008,0.0,0.0,Mar,2,6,6,7,New_Visitor,0,0,6,59.0,0.2857,8.4286,0.008
116,8,567.3571429,1,122.0,41,2504.699567,0.0,0.013075397,6.211094697,0.0,May,2,2,1,2,Returning_Visitor,0,0,50,3194.0567099,0.8039,62.6286,0.013075
117,1,51.5,0,0.0,12,549.25,0.0,0.015384615,0.0,0.0,Dec,2,2,2,2,New_Visitor,0,0,13,600.75,0.8571,42.9107,0.015385
119,3,138.0,2,1005.0,62,2450.435809,0.003125,0.012783365,0.0,0.0,May,2,2,4,4,Returning_Visitor,1,0,67,3593.435809,0.9118,52.8446,0.009658
120,1,0.0,0,0.0,50,1009.430952,0.006,0.017238095,4.803305732,0.0,Nov,1,1,1,10,Returning_Visitor,1,1,51,1009.430952,0.9615,19.4121,0.011238
121,0,0.0,0,0.0,3,255.0,0.0,0.066666667,0.0,0.0,Nov,2,5,8,3,Returning_Visitor,1,0,3,255.0,0.75,63.75,0.066667
122,0,0.0,0,0.0,6,110.0,0.011111111,0.058333333,0.0,0.0,May,2,2,4,2,Returning_Visitor,0,0,6,110.0,0.8571,15.7143,0.047222
123,0,0.0,0,0.0,3,27.2,0.133333333,0.133333333,0.0,0.0,Oct,3,2,4,1,Returning_Visitor,0,0,3,27.2,0.75,6.8,0.0
124,3,58.33333333,0,0.0,9,229.6666667,0.033333333,0.041666667,0.0,0.0,May,1,8,3,1,Returning_Visitor,1,0,12,288.00000003,0.6923,22.1538,0.008333
125,0,0.0,1,125.0,12,332.0,0.0,0.023076923,0.0,0.0,May,2,2,4,4,Returning_Visitor,0,0,13,457.0,0.8571,32.6429,0.023077
126,0,0.0,0,0.0,31,835.2380952,0.0,0.009811828,0.0,0.0,Dec,2,2,1,10,Returning_Visitor,0,0,31,835.2380952,0.9688,26.1012,0.009812
127,8,167.9107143,6,547.75,111,6340.152381,0.003361345,0.009431773,44.21979406,0.0,Dec,3,2,6,2,Returning_Visitor,0,0,125,7055.8130953,0.881,55.9985,0.00607
128,2,36.75,2,9.0,20,393.5833333,0.008333333,0.033872603,0.0,0.0,Nov,1,1,3,6,Returning_Visitor,0,0,24,439.3333333,0.8,17.5733,0.025539
129,7,340.6111111,2,129.0,57,4516.588312,0.005,0.015180847,8.052616667,0.0,May,2,2,1,2,Returning_Visitor,0,0,66,4986.1994231,0.8507,74.4209,0.010181
130,4,28.73333333,0,0.0,12,243.75,0.0,0.038571429,8.150811238,0.0,June,3,2,4,2,Returning_Visitor,1,1,16,272.48333333,0.7059,16.0284,0.038571
133,0,0.0,0,0.0,10,724.0,0.0,0.022222222,97.98,0.0,May,1,1,4,2,New_Visitor,1,1,10,724.0,0.9091,65.8182,0.022222
134,5,74.75,0,0.0,14,512.5,0.0,0.023529412,0.0,0.0,Dec,2,7,7,8,New_Visitor,1,0,19,587.25,0.7,29.3625,0.023529
135,3,67.0,0,0.0,5,141.2,0.0,0.008333333,0.0,0.0,Oct,3,2,7,1,New_Visitor,0,0,8,208.2,0.5556,23.1333,0.008333
136,0,0.0,0,0.0,12,304.75,0.0,0.025,0.0,0.8,May,1,2,3,4,Returning_Visitor,0,0,12,304.75,0.9231,23.4423,0.025
137,1,29.2,0,0.0,0,0.0,0.0,0.066666667,0.0,0.0,Nov,1,1,4,2,Returning_Visitor,1,1,1,29.2,0.0,14.6,0.066667
139,0,0.0,0,0.0,6,134.0,0.066666667,0.094444444,0.0,0.0,May,1,1,1,3,Returning_Visitor,0,0,6,134.0,0.8571,19.1429,0.027778
140,0,0.0,0,0.0,16,280.5,0.0,0.0125,0.0,0.0,May,4,1,1,3,Returning_Visitor,0,0,16,280.5,0.9412,16.5,0.0125
141,4,106.0,0,0.0,6,180.4166667,0.0,0.025,0.0,0.0,Nov,3,6,3,2,New_Visitor,0,0,10,286.4166667,0.5455,26.0379,0.025
142,6,71.5,1,37.0,15,287.2916667,0.0,0.001234568,0.0,0.0,May,1,1,3,2,Returning_Visitor,0,0,22,395.7916667,0.6522,17.2083,0.001235
145,0,0.0,1,100.0,19,1645.679762,0.002222222,0.02962963,0.0,0.0,Dec,2,5,6,1,Returning_Visitor,0,0,20,1745.679762,0.9048,83.1276,0.027407
146,0,0.0,0,0.0,4,214.3333333,0.0,0.05,0.0,0.0,Nov,1,1,9,3,Returning_Visitor,0,0,4,214.3333333,0.8,42.8667,0.05
147,6,360.9166667,4,114.2,17,806.65,0.01,0.015,0.0,0.0,June,2,10,3,5,New_Visitor,1,0,27,1281.7666666999999,0.6071,45.7774,0.005
150,3,66.33333333,0,0.0,12,368.68,0.04,0.084444444,21.24191985,0.0,Nov,2,2,1,2,Returning_Visitor,0,1,15,435.01333333,0.75,27.1883,0.044444
151,6,101.625,0,0.0,140,7097.582291,0.003448276,0.009952433,21.88856759,0.0,Nov,2,2,3,13,Returning_Visitor,0,1,146,7199.207291,0.9524,48.9742,0.006504
152,1,3.0,0,0.0,11,549.3333333,0.0,0.005,0.0,0.0,May,4,2,1,3,Returning_Visitor,0,0,12,552.3333333,0.8462,42.4872,0.005
153,0,0.0,0,0.0,10,80.5,0.083333333,0.092222222,0.0,0.0,Dec,2,2,1,3,Returning_Visitor,0,0,10,80.5,0.9091,7.3182,0.008889
155,9,188.5322344,3,197.4166667,76,1758.912393,0.004901961,0.016913178,22.86584543,0.0,Dec,3,2,2,6,Returning_Visitor,0,0,88,2144.8612941,0.8539,24.0996,0.012011
156,4,140.475,1,0.0,48,1252.561414,0.014038462,0.024738632,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,1,0,53,1393.036414,0.8889,25.797,0.0107
157,0,0.0,0,0.0,13,436.0,0.030769231,0.079487179,0.0,0.6,May,1,1,4,2,Returning_Visitor,0,0,13,436.0,0.9286,31.1429,0.048718
159,0,0.0,0,0.0,19,465.6333333,0.0,0.026315789,0.0,0.0,Nov,1,1,1,2,New_Visitor,1,0,19,465.6333333,0.95,23.2817,0.026316
160,0,0.0,0,0.0,50,1369.75,0.020408163,0.043307169,3.241653061,0.6,May,2,2,1,2,Returning_Visitor,0,0,50,1369.75,0.9804,26.8578,0.022899
161,1,32.0,0,0.0,50,2867.0,0.0,0.004,153.4432478,0.0,Mar,2,2,7,8,Returning_Visitor,1,1,51,2899.0,0.9615,55.75,0.004
163,0,0.0,0,0.0,12,136.5,0.016666667,0.033333333,0.0,0.0,May,2,2,3,3,Returning_Visitor,0,0,12,136.5,0.9231,10.5,0.016667
164,6,113.0,0,0.0,18,359.4,0.008333333,0.05,0.0,0.0,Sep,2,2,3,1,Returning_Visitor,0,0,24,472.4,0.72,18.896,0.041667
165,2,128.5,0,0.0,7,209.0,0.027777778,0.053439153,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,0,0,9,337.5,0.7,33.75,0.025661
166,1,412.0,0,0.0,54,2377.0,0.0,0.005090909,0.0,0.0,Mar,2,2,9,10,Returning_Visitor,0,0,55,2789.0,0.9643,49.8036,0.005091
168,0,0.0,0,0.0,8,316.1333333,0.0,0.05,0.0,0.0,June,2,2,3,13,Returning_Visitor,0,0,8,316.1333333,0.8889,35.1259,0.05
170,0,0.0,0,0.0,53,5504.695238,0.011538462,0.031446886,12.32661404,0.0,Nov,2,2,1,1,Returning_Visitor,0,1,53,5504.695238,0.9815,101.9388,0.019908
172,0,0.0,0,0.0,3,57.0,0.0,0.066666667,0.0,0.2,May,2,5,1,2,Returning_Visitor,0,0,3,57.0,0.75,14.25,0.066667
173,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,4,3,Returning_Visitor,0,0,1,0.0,0.5,0.0,0.0
174,0,0.0,0,0.0,14,263.175,0.0,0.021428571,0.0,0.0,Nov,5,11,1,8,Returning_Visitor,0,0,14,263.175,0.9333,17.545,0.021429
175,0,0.0,3,33.75,9,313.9285714,0.033333333,0.027777778,0.0,0.0,Dec,3,2,2,10,Returning_Visitor,0,0,12,347.6785714,0.6923,26.7445,-0.005556
178,0,0.0,0,0.0,15,1069.7,0.0,0.046666667,0.0,0.0,Jul,3,2,6,1,Returning_Visitor,0,0,15,1069.7,0.9375,66.8562,0.046667
180,0,0.0,0,0.0,2,37.0,0.0,0.1,0.0,0.8,Feb,2,2,2,3,Returning_Visitor,0,0,2,37.0,0.6667,12.3333,0.1
182,0,0.0,0,0.0,10,345.25,0.02,0.04,0.0,0.0,May,2,4,3,3,Returning_Visitor,0,0,10,345.25,0.9091,31.3864,0.02
184,5,97.0,0,0.0,53,3372.748214,0.003773585,0.002515723,0.0,0.0,Dec,2,2,7,2,Returning_Visitor,0,0,58,3469.748214,0.8983,58.8093,-0.001258
185,3,77.0,5,243.0,127,2573.875,0.00025641,0.009196581,0.0,0.0,May,2,2,4,3,Returning_Visitor,0,0,135,2893.875,0.9338,21.2785,0.00894
187,9,320.2708333,2,298.3333333,51,1788.370821,0.016969697,0.014709835,8.21617792,0.0,Nov,3,2,3,2,Returning_Visitor,1,1,62,2406.9749876,0.8095,38.206,-0.00226
188,12,672.0952381,2,86.0,23,237.0952381,0.0,0.010344828,0.0,0.0,May,1,1,2,6,Returning_Visitor,0,0,37,995.1904761999999,0.6053,26.1892,0.010345
190,0,0.0,0,0.0,68,746.8,0.002941176,0.011470588,0.0,0.0,May,2,2,1,13,Returning_Visitor,0,0,68,746.8,0.9855,10.8232,0.008529
191,1,4.0,3,148.5,5,185.8333333,0.0,0.01875,0.0,0.0,Mar,2,2,7,2,Returning_Visitor,0,0,9,338.3333333,0.5,33.8333,0.01875
192,5,96.625,0,0.0,27,1883.725,0.0,0.019047619,0.0,0.0,Nov,2,2,9,13,Returning_Visitor,0,0,32,1980.35,0.8182,60.0106,0.019048
193,3,75.6,0,0.0,14,178.59,0.0125,0.00625,0.0,0.0,Aug,3,2,1,4,Returning_Visitor,1,0,17,254.19,0.7778,14.1217,-0.00625
194,2,35.5,0,0.0,29,3296.65,0.009677419,0.021935484,18.25059634,0.0,Dec,4,2,9,8,Returning_Visitor,0,0,31,3332.15,0.9062,104.1297,0.012258
195,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,13,9,20,Returning_Visitor,0,0,1,0.0,0.5,0.0,0.0
196,7,114.2,0,0.0,26,360.1816667,0.0,0.008800253,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,0,0,33,474.3816667,0.7647,13.9524,0.0088
197,0,0.0,2,74.0,6,83.5,0.0,0.058333333,0.0,0.4,May,2,2,1,2,Returning_Visitor,0,0,8,157.5,0.6667,17.5,0.058333
198,2,74.0,0,0.0,30,1708.083333,0.006666667,0.013333333,16.1892,0.0,May,2,2,7,1,Returning_Visitor,1,1,32,1782.083333,0.9091,54.0025,0.006667
199,4,93.5,0,0.0,293,12268.24477,0.002837838,0.01542982,2.164809711,0.0,Nov,2,2,1,2,Returning_Visitor,0,1,297,12361.74477,0.9832,41.4824,0.012592
200,8,117.5,0,0.0,17,545.5,0.0,0.019047619,0.0,0.0,May,2,2,1,13,Returning_Visitor,0,0,25,663.0,0.6538,25.5,0.019048
201,0,0.0,0,0.0,16,644.2,0.004166667,0.031666667,0.0,0.0,Feb,3,2,3,4,Returning_Visitor,0,0,16,644.2,0.9412,37.8941,0.0275
