id,INJ_SEV,RATWGT
1913,1,67.86
1920,0,238.55
1923,0,164.32
1927,0,191.11
1930,1,66.24
1942,0,168.78
1943,3,35.14
1950,0,235.03
1951,0,133.21
1956,4,28.71
1963,0,151.27
1965,1,193.38
1966,1,83.85
1970,1,30.94
1972,0,190.7
1975,3,13.94
1978,2,98.66
1979,0,233.28
1981,0,239.51
1988,0,239.51
1991,2,30.03
2001,3,38.68
2005,0,239.71
2009,2,160.22
2014,0,170.35
2015,1,159.55
2017,0,168.78
2018,0,235.03
2023,2,159.81
2024,0,132.19
2029,2,69.25
2030,0,235.03
2037,0,170.91
2050,0,234.99
2052,0,234.99
2063,2,159.55
2068,2,76.42
2075,0,238.98
2077,0,170.65
2078,0,238.98
2081,1,159.35
2087,0,238.98
2089,1,159.45
2102,0,168.6
2105,3,26.91
2110,1,67.78
2113,0,168.6
2114,4,32.6
2136,0,233.28
2145,2,163.09
2154,0,233.98
2160,2,66.4
2161,0,235.03
2162,2,157.29
2163,0,256.85
2168,3,32.84
2169,4,28.84
2171,0,239.71
2175,0,170.54
2181,1,66.4
2183,0,239.78
2186,0,235.03
2209,0,170.91
2211,1,67.86
2212,1,66.4
2213,1,68.14
2214,0,235.03
2217,2,66.27
2218,3,27.04
2219,1,152.77
2220,0,287.46
2224,0,169.66
2225,0,211.51
2228,2,30.94
2237,0,171.55
2247,1,132.19
2257,0,135.78
2269,0,257.7
2287,2,67.86
2288,0,170.91
2289,1,33.44
2294,0,255.87
2298,0,238.55
2302,3,29.03
2303,2,167.63
2311,3,32.44
2315,0,181.92
2325,1,194.66
2328,1,82.62
2330,0,204.58
2336,0,415.08
2342,1,76.42
2343,0,233.28
2347,0,166.88
2350,0,170.35
2354,0,233.28
2357,0,233.28
2364,3,47.4
2365,1,67.44
2366,0,235.03
2374,0,182.8
2384,0,233.28
2390,1,166.88
2398,0,182.8
2409,2,32.84
2410,1,66.4
2412,0,166.88
2413,0,139.1
2417,2,67.44
2418,1,171.49
2423,1,37.4
2440,0,239.51
2441,0,233.28
2447,2,27.56
2448,2,67.44
2449,0,170.6
2450,0,238.16
2462,0,181.92
2463,1,172.33
2470,2,159.67
2471,3,27.31
2481,0,132.19
2485,0,238.55
2486,0,239.78
2489,0,136.97
2503,0,166.88
2509,3,41.77
2515,3,41.77
2519,0,131.23
2524,0,233.28
2530,0,239.78
2532,0,170.35
2534,1,159.67
2535,1,67.44
2544,1,156.65
2551,2,29.91
2561,1,156.65
2573,0,270.09
2581,0,237.79
2582,0,170.65
2587,0,238.55
2591,2,159.55
2612,2,157.29
2619,0,164.5
2632,0,230.92
2633,0,164.5
2634,3,17.83
2635,0,164.5
2637,1,154.5
2640,3,27.22
2642,0,230.92
2645,0,230.92
2647,2,28.41
2659,0,164.5
2661,1,65.5
2666,0,164.5
2680,2,28.41
2693,3,27.54
2698,3,32.51
2699,0,279.02
2704,0,415.08
2711,0,265.23
2716,0,136.97
2720,0,134.17
2723,1,70.2
2726,2,168.09
2735,0,170.35
2738,1,159.39
2743,0,233.28
2747,0,233.28
2754,1,73.47
2757,1,31.29
2759,0,250.24
2760,0,180.94
2761,0,250.24
2764,0,164.32
2765,0,166.88
2768,2,37.18
2777,1,156.55
2780,1,71.65
2781,0,229.59
2785,2,159.39
2788,2,30.22
2793,0,233.28
2794,0,239.78
2796,0,171.55
2805,0,233.22
2810,3,27.04
2823,3,27.04
2828,2,160.0
2829,0,237.79
2837,2,30.94
2842,0,265.23
2849,0,132.19
2850,1,159.35
2851,1,68.39
2853,0,238.98
2855,2,159.35
2857,0,238.98
2866,3,27.36
2869,0,235.2
2872,0,235.2
2873,2,67.78
2882,0,235.2
2884,0,168.6
2887,0,132.15
2896,0,168.6
2897,1,34.19
2898,1,159.67
2900,1,156.65
2904,0,239.71
2909,0,229.59
2912,0,132.19
2913,3,26.97
2916,2,68.05
2919,0,132.19
2923,0,212.29
2924,0,293.73
2944,0,170.86
2946,2,156.55
2948,0,230.59
2955,0,239.51
2958,1,163.09
2959,0,238.55
2961,0,229.59
2972,0,225.04
2973,0,230.59
2974,0,130.43
2980,0,181.92
2991,0,232.51
2998,0,167.34
3023,2,74.12
3029,1,160.41
3035,0,167.06
3036,0,234.88
3042,2,29.91
3044,2,66.67
3046,1,66.29
3047,4,13.55
3053,0,230.59
3058,3,26.96
3060,0,170.35
3066,1,176.12
3073,1,66.24
3074,0,164.32
3078,0,232.51
3080,1,66.29
3084,3,26.47
3085,1,159.67
3097,3,47.64
3103,2,67.86
3108,0,239.71
3113,1,66.29
3121,2,161.23
3125,0,232.51
3129,0,170.97
3131,1,155.17
3137,2,64.18
3143,1,72.55
3145,0,238.16
3146,2,72.55
3156,0,181.92
3160,2,72.55
3163,0,133.09
3164,0,257.7
3165,3,16.42
3170,0,187.19
3175,0,168.01
3181,2,66.67
3182,1,159.55
3190,0,164.32
3193,0,165.94
3201,2,68.55
3202,1,65.9
3208,0,239.71
3212,0,170.65
3214,1,84.8
3216,0,131.7
3217,0,136.97
3220,0,170.65
3229,3,29.83
3233,0,182.8
3248,1,68.14
3255,0,238.16
3263,0,233.98
3271,1,37.4
3277,3,47.64
3284,1,161.74
3290,0,287.46
3292,0,149.79
3295,0,187.19
3298,3,27.34
3306,0,131.7
3321,1,66.29
3324,2,29.91
3329,0,238.16
3334,0,230.59
3337,0,246.51
3343,3,30.36
3346,1,30.51
3354,1,65.9
3363,0,171.55
3372,1,66.29
3373,0,233.28
3381,0,238.16
3400,1,31.7
3402,0,230.59
3407,0,168.39
3413,3,47.64
3414,2,161.23
3422,1,169.3
3425,1,31.7
3439,0,232.51
3443,2,34.39
3456,3,52.32
3458,0,168.31
3462,0,181.92
3468,0,168.31
3474,3,25.53
3482,3,26.81
3486,0,233.98
3491,0,165.94
3496,0,238.16
3505,3,27.35
3510,1,27.8
3513,0,171.55
3515,0,168.01
3517,0,166.88
3523,1,65.9
3527,3,26.95
3532,0,232.51
3540,0,164.32
3541,0,233.28
3546,0,166.36
3548,0,166.88
3549,0,166.36
3558,1,67.86
3559,1,65.9
3564,3,12.96
3566,0,166.88
3567,0,167.77
3568,3,47.64
3573,2,157.3
3574,0,166.36
3576,3,47.64
3581,1,156.65
3586,0,238.16
3597,0,170.97
3598,0,232.72
3599,0,234.99
3615,0,270.09
3619,0,132.19
3627,2,27.76
3632,0,238.98
3634,2,159.35
3646,0,235.2
3647,0,132.15
3649,0,132.15
3657,0,235.2
3658,0,168.6
3661,0,168.6
3670,0,232.72
3671,0,586.07
3678,0,166.36
3680,2,68.14
3683,1,66.98
3701,0,230.59
3704,0,27.31
3706,1,155.17
3708,0,129.62
3709,0,129.62
3710,0,129.62
3714,0,239.51
3720,0,164.65
3721,0,164.65
3726,2,166.84
3737,1,30.39
3738,0,237.84
3739,0,239.81
3747,0,233.22
3748,3,27.35
3750,1,68.55
3758,0,133.79
3759,0,168.39
3761,1,154.7
3772,0,212.29
3774,1,159.55
3781,1,67.86
3786,2,160.63
3787,1,160.41
3788,0,167.06
3799,3,25.53
3801,3,25.53
3807,0,160.11
3811,2,154.39
3812,2,82.62
3814,0,164.65
3833,0,170.6
3834,3,39.11
3840,0,164.65
3843,1,159.81
3847,0,229.1
3851,1,65.5
3852,0,198.06
3854,0,178.58
3855,0,255.87
3858,2,131.17
3859,0,234.99
3871,1,195.21
3879,2,168.09
3881,0,164.65
3888,2,32.44
3892,0,164.65
3894,0,168.01
3909,3,33.76
3930,0,166.88
3943,0,116.63
3949,0,166.88
3956,0,229.1
3960,1,169.3
3962,0,132.19
3973,0,168.31
3976,1,78.26
3979,0,246.46
3982,0,130.43
3991,0,164.79
3999,2,232.72
4003,2,67.86
4005,2,160.0
4009,0,170.86
4012,0,237.79
4017,3,30.94
4020,0,377.87
4023,0,190.7
4027,0,136.97
4028,0,233.28
4048,0,237.79
4054,0,156.41
4066,2,29.9
4069,2,69.25
4075,2,159.39
4078,1,68.24
4081,3,47.64
4092,0,232.69
4098,0,170.54
4100,1,32.07
4102,0,170.54
4109,2,71.09
4111,0,167.77
4118,0,164.65
4121,0,181.92
4124,0,257.7
4128,0,237.79
4130,3,29.69
4136,1,74.97
4142,2,68.24
4145,0,234.99
4151,2,28.26
4159,0,232.69
4169,1,157.29
4171,0,170.65
4182,1,68.24
4186,2,26.91
4200,1,85.67
4212,0,256.85
4217,2,67.14
4220,4,37.52
4247,0,238.98
4249,0,170.65
4251,3,27.53
4255,2,68.39
4256,0,170.65
4264,0,132.15
4277,0,132.15
4290,0,228.9
4291,1,65.5
4298,2,39.23
4303,0,133.09
4305,0,168.31
4308,0,168.39
4312,0,170.54
4322,2,69.25
4331,0,238.55
4337,2,159.39
4339,0,170.6
4342,0,235.03
4345,2,66.29
4346,2,66.4
4349,3,37.17
4355,1,68.14
4357,0,238.55
4359,0,232.72
4366,2,160.63
4368,0,178.58
4369,0,180.94
4370,2,32.07
4381,2,161.74
4385,3,27.08
4386,0,170.6
4392,0,132.19
4398,1,66.29
4404,0,228.9
4416,0,238.55
4424,2,66.27
4426,0,159.52
4429,1,28.68
4430,2,28.01
4442,0,586.07
4447,0,187.19
4448,1,76.42
4451,2,156.65
4457,1,159.55
4462,0,234.99
4470,0,170.97
4473,2,29.47
4474,1,68.55
4482,1,26.81
4487,0,130.57
4488,0,240.77
4492,0,169.96
4501,1,161.74
4504,0,129.62
4506,0,134.15
4507,0,239.51
4510,0,239.81
4515,0,170.91
4523,0,170.91
4524,0,239.81
4530,2,171.49
4531,0,238.55
4535,1,68.04
4545,3,37.4
4551,0,237.79
4554,1,159.55
4557,0,170.54
4565,2,156.55
4579,1,37.53
4594,3,26.96
4595,2,32.07
4598,1,70.2
4603,3,33.22
4609,0,167.77
4611,3,40.88
4616,3,40.65
4629,1,67.44
4630,1,156.65
4632,3,12.82
4636,0,233.28
4640,2,26.91
4642,0,228.31
4658,0,170.35
4661,0,168.39
4665,1,159.67
4670,4,30.63
4671,1,171.49
4682,3,13.24
4686,1,66.27
4687,0,170.65
4688,0,129.62
4692,0,232.72
4694,2,97.82
4696,0,181.43
4700,2,166.84
4709,0,239.78
4713,0,237.79
4714,0,170.86
4732,2,172.33
4733,0,181.92
4738,3,33.25
4746,2,67.26
4747,0,232.72
4749,0,166.36
4767,0,239.51
4771,0,168.31
4773,1,68.24
4777,1,171.49
4779,0,182.8
4780,1,32.07
4781,0,170.35
4784,0,239.78
4785,0,198.06
4795,0,340.91
4801,0,232.72
4816,2,27.97
4821,1,64.47
4824,0,228.31
4831,3,34.2
4839,2,68.14
4840,1,157.3
4842,2,29.91
4846,2,159.55
4851,0,166.36
4863,0,233.98
4866,2,160.63
4876,0,239.51
4878,0,141.52
4883,1,159.39
4892,0,141.52
4897,2,158.29
4898,3,26.61
4901,2,163.09
4902,0,168.78
4907,2,29.86
4916,2,34.19
4919,0,181.92
4927,0,160.14
4931,0,225.77
4934,2,63.99
4938,0,225.77
4940,3,26.08
4941,0,174.95
4955,0,131.72
4968,1,63.99
4969,0,131.72
4970,1,147.76
4971,1,28.03
4975,0,225.77
4976,0,225.77
4985,1,70.56
4987,2,28.03
4988,1,63.99
4995,0,160.14
5001,2,360.05
5003,0,586.07
5010,2,159.35
5013,1,68.39
5014,0,170.65
5017,0,132.19
5019,0,170.65
5023,3,15.01
5024,1,30.02
5048,0,168.6
5056,0,168.6
5060,0,170.91
5064,2,157.3
5081,1,65.9
5084,0,169.96
5087,0,169.96
5089,3,13.83
5093,1,174.95
5103,0,233.22
5108,0,170.65
5111,1,130.43
5118,2,72.72
5120,0,239.51
5121,2,72.72
5125,1,247.25
5133,0,246.59
5135,2,64.18
5138,1,165.54
5141,2,157.29
5145,0,174.95
5147,0,239.71
5148,0,238.55
5151,3,27.35
5153,1,28.09
5163,1,159.81
5168,0,174.95
5170,0,170.91
5171,0,170.86
5186,0,170.86
5188,2,28.01
5190,1,31.21
5214,1,64.47
5216,0,160.11
5219,0,228.31
5223,0,170.35
5234,1,68.04
5237,0,171.55
5242,0,170.65
5251,3,29.02
5256,0,174.95
5264,0,238.55
5269,0,170.6
5275,0,166.88
5293,3,47.64
5295,0,181.43
5296,0,233.98
5306,0,181.92
5309,0,168.01
5310,0,239.71
5312,0,175.92
5318,0,134.16
5320,2,163.09
5322,2,70.2
5346,1,242.86
5350,3,25.53
5353,0,246.48
5355,1,172.33
5358,1,70.96
5368,0,265.23
5369,1,34.19
5370,0,239.51
5372,0,170.35
5378,2,167.63
5381,0,255.87
5384,3,27.34
5386,0,239.71
5404,0,170.35
5415,1,67.86
5426,1,69.25
5427,1,164.88
5432,0,174.97
5436,0,257.7
5438,3,29.02
5453,0,166.36
5454,0,233.28
5465,1,68.14
5466,0,132.19
5472,0,170.54
5479,1,71.0
5482,0,182.8
5487,3,26.95
5491,0,233.98
5495,0,170.65
5500,0,137.67
5504,2,131.7
5507,0,170.54
5510,2,159.55
5517,2,27.56
5523,0,234.99
5529,1,165.54
5530,0,174.95
5542,0,239.51
5546,0,255.63
5551,1,29.47
5560,3,13.83
5570,1,70.56
5574,1,69.25
5582,0,198.06
5593,1,31.39
5594,0,245.42
5598,3,13.83
5599,0,246.48
5600,1,65.9
5601,1,31.12
5608,0,170.65
5614,0,257.7
5617,1,70.56
5618,0,174.95
5621,1,165.54
5624,0,233.98
5631,3,30.66
5638,0,228.31
5640,0,225.04
5648,0,225.04
5653,2,360.05
5663,3,27.53
5678,0,238.98
5681,0,168.6
5684,0,132.15
5687,0,168.6
5691,0,168.6
5692,0,235.2
5694,0,168.6
5697,0,168.6
5698,0,235.2
5705,1,89.91
5707,0,168.6
5720,0,164.5
5730,0,230.92
5737,1,70.56
5744,0,230.92
5745,3,28.29
5751,3,26.19
5756,0,230.92
5763,2,65.5
5767,3,28.41
5768,1,154.5
5769,1,65.5
5770,0,230.92
5784,0,238.55
5786,0,230.8
5788,3,32.48
5792,2,68.24
5800,2,153.36
5807,3,32.48
5811,0,242.86
5818,0,242.86
5827,3,24.46
5831,3,26.61
5839,0,170.35
5844,0,166.36
5858,1,68.23
5861,0,166.36
5863,2,107.49
5864,0,233.28
5865,0,171.55
5866,0,246.48
5867,1,132.19
5870,0,170.54
5873,0,131.7
5875,2,65.24
5879,0,240.77
5882,0,240.77
5885,0,238.16
5888,0,135.78
5889,0,171.55
5898,0,204.82
5903,0,134.16
5905,2,166.84
5909,1,32.44
5922,0,239.78
5928,0,180.31
5929,3,31.21
5936,0,146.09
5951,1,76.42
5952,3,30.94
5953,0,187.19
5961,0,233.98
5962,0,180.31
5973,1,29.91
5975,1,31.21
5988,3,26.96
5989,0,230.8
5990,2,68.23
5994,0,238.55
5996,2,28.12
5999,0,139.1
6003,0,238.16
6010,1,30.03
6012,0,239.78
6016,0,239.81
6018,0,134.15
6037,2,68.55
6038,0,250.24
6046,0,237.79
6048,1,158.29
6049,0,168.78
6052,1,156.65
6065,2,66.4
6073,1,78.13
6079,3,134.16
6080,0,133.21
6088,0,237.79
6095,0,170.91
6096,1,134.15
6101,2,67.86
6105,0,134.08
6106,0,170.86
6107,2,160.0
6111,0,181.92
6112,1,26.81
6118,0,151.27
6120,0,279.02
6127,0,239.51
6129,0,170.35
6131,0,166.88
6137,2,68.23
6140,0,230.8
6141,0,239.71
6145,1,153.36
6150,0,233.98
6151,2,157.3
6155,1,31.7
6157,0,170.35
6171,1,31.7
6181,0,182.8
6182,3,29.83
6183,2,29.71
6185,1,31.7
6186,1,171.49
6200,0,143.99
6209,1,163.09
6218,0,177.32
6225,0,237.79
6245,0,233.98
6247,1,68.23
6253,0,133.79
6256,1,68.55
6257,0,164.32
6275,0,170.6
6277,2,31.93
6278,0,233.28
6280,0,174.97
6284,4,31.62
6286,1,70.96
6289,0,238.16
6291,2,43.59
6294,0,170.6
6299,0,233.28
6314,1,68.14
6316,0,238.16
6323,0,308.6
6325,0,246.48
6329,0,238.16
6334,1,160.63
6335,0,141.57
6338,1,67.16
6343,2,161.56
6346,0,293.73
6347,1,34.77
6350,1,160.0
6351,0,250.24
6352,1,28.01
6356,1,34.19
6358,1,76.42
6359,3,34.19
6362,0,133.09
6364,0,211.51
6382,2,65.9
6393,0,233.98
6399,0,131.23
6407,0,239.51
6408,1,157.3
6412,1,71.0
6422,0,225.04
6436,0,164.89
6442,0,164.89
6444,1,153.14
6448,2,28.06
6449,1,64.42
6452,3,29.13
6458,1,29.13
6459,0,231.86
6475,2,29.13
6488,2,153.14
6489,2,64.42
6491,0,231.86
6493,0,128.98
6495,0,128.98
6497,0,164.89
6507,3,27.03
6508,1,29.13
6513,3,27.03
6517,1,153.14
6522,1,64.42
6527,0,128.98
6535,0,231.86
6539,2,64.42
6540,0,231.86
6549,1,64.42
6553,2,153.14
6555,0,231.86
6567,0,231.86
6573,3,27.03
6577,4,31.49
6582,2,157.94
6586,0,238.03
6593,0,169.13
6596,2,67.58
6601,2,157.94
6606,0,136.17
6613,0,169.13
6616,0,169.13
6618,0,238.03
6637,3,27.95
6642,3,30.1
6644,3,27.95
6646,2,157.94
6653,4,28.97
6654,0,238.03
6657,2,157.94
6662,0,169.13
6663,4,28.97
6665,0,136.17
6668,0,169.13
6669,2,157.94
6671,3,13.39
6686,3,27.7
6687,3,27.7
6689,0,238.03
6693,1,157.94
6697,2,157.94
6701,2,67.58
6706,2,157.94
6715,0,136.17
6723,0,136.17
6724,3,74.92
6725,0,170.5
6731,0,170.5
6733,0,170.5
6735,0,236.36
6739,4,31.24
6744,1,68.35
6754,0,171.09
6756,0,131.99
6758,3,27.54
6761,1,68.35
6764,1,160.19
6765,0,171.09
6773,0,131.99
6777,2,30.53
6779,2,30.53
6780,0,239.91
6785,0,241.37
6788,1,69.05
6789,0,171.75
6798,0,171.75
6804,1,30.4
6821,1,68.19
6823,0,171.46
6826,1,68.25
6829,0,170.5
6834,0,170.5
6837,0,170.5
6843,0,170.5
6847,0,170.5
6849,0,170.5
6850,1,68.25
6856,2,28.48
6857,0,171.09
6863,3,13.78
6886,0,171.09
6891,0,171.09
6896,1,68.35
6903,0,239.91
6905,0,239.91
6906,1,160.19
6911,0,239.91
6914,1,68.35
6917,0,171.75
6928,0,171.75
6939,0,133.46
6942,0,171.75
6947,3,13.37
6949,0,171.75
6950,0,171.46
6952,1,158.19
6953,0,171.46
6958,2,68.19
6960,0,239.87
6961,1,158.19
6964,0,239.87
6970,0,239.87
6980,0,171.46
6987,0,171.46
6988,1,68.19
6989,3,28.6
6990,0,239.87
6991,1,30.4
6995,0,171.46
6997,0,171.46
6998,1,158.19
7010,0,171.46
7011,0,239.87
7039,0,139.29
7040,1,158.94
7048,0,236.36
7052,2,68.25
7055,3,13.03
7064,0,131.99
7066,0,171.09
7067,0,239.91
7068,0,171.09
7078,1,68.35
7084,2,30.53
7099,0,171.09
7101,1,160.19
7102,0,239.91
7106,2,160.19
7108,0,171.09
7111,1,160.19
7113,0,171.09
7117,0,239.91
7118,1,131.99
7132,0,171.75
7138,0,133.46
7140,1,69.05
7143,0,171.75
7145,0,171.75
7165,1,69.05
7166,0,241.37
7170,0,241.37
7171,0,133.46
7173,1,69.05
7188,0,171.46
7192,0,171.46
7193,1,158.19
7194,2,68.19
7195,0,171.46
7198,0,239.87
7200,2,68.19
7206,0,171.46
7208,0,239.87
7215,2,68.19
7221,0,239.87
7226,1,28.6
7237,0,171.46
7243,1,68.19
7254,4,31.24
7264,1,68.25
7270,2,158.94
7276,2,158.94
7279,0,171.09
7284,1,160.19
7295,0,171.09
7298,3,13.78
7299,0,131.99
7302,2,68.35
7305,0,171.09
7307,2,160.19
7308,0,239.91
7313,3,27.54
7315,1,68.35
7326,4,31.94
7333,1,160.19
7337,0,171.09
7341,2,68.35
7344,0,239.91
7348,0,171.09
7351,3,13.37
7357,1,69.05
7361,1,69.05
7365,0,171.75
7368,0,171.75
7370,0,241.37
7372,2,30.34
7374,0,171.75
7384,3,30.34
7385,0,171.75
7388,0,171.75
7392,0,133.46
7393,1,160.88
7396,0,171.75
7405,0,171.46
7416,2,158.19
7421,0,171.46
7422,0,171.46
7430,0,133.77
7433,0,171.46
7436,0,171.46
7440,0,171.46
7443,0,171.46
7444,0,171.46
7446,0,133.77
7459,0,170.5
7461,0,170.5
7462,2,29.86
7465,1,139.29
7468,0,236.36
7472,0,236.36
7478,1,29.86
7482,2,27.78
7486,1,68.25
7490,1,29.86
7495,0,236.36
7503,2,68.35
7504,2,160.19
7509,3,27.54
7512,1,68.35
7513,2,160.19
7533,0,171.09
7540,2,30.53
7542,3,27.54
7546,2,68.35
7571,0,241.37
7576,0,171.75
7579,0,171.75
7599,1,28.45
7602,0,171.75
7611,1,30.34
7617,0,171.75
7618,3,30.34
7622,2,28.45
7625,2,30.4
7628,0,171.46
7644,1,68.19
7647,0,171.46
7648,0,239.87
7650,0,171.46
7654,0,239.87
7657,1,68.19
7664,1,68.19
7671,0,239.87
7683,1,68.19
7684,0,171.46
7686,0,139.29
7688,3,13.03
7695,2,170.5
7696,0,139.29
7697,0,236.36
7698,0,170.5
7699,0,170.5
7701,0,170.5
7706,0,236.36
7711,2,139.29
7723,0,236.36
7726,1,158.94
7728,1,68.25
7742,1,160.19
7746,1,28.48
7747,0,239.91
7776,0,131.99
7781,1,68.35
7782,2,28.48
7784,0,239.91
7791,2,68.35
7794,3,13.78
7796,1,30.53
7798,1,160.19
7809,0,239.91
7811,1,160.19
7818,1,160.88
