id,monthly_rent
1644,38000
1647,15000
1650,45000
1657,10000
1668,16500
1669,145000
1670,45000
1678,32000
1680,55000
1683,23000
1708,18200
1724,15000
1728,7500
1729,24999
1736,22000
1737,9000
1741,15400
1750,14000
1751,30000
1768,17000
1769,16500
1770,27000
1787,21000
1794,40000
1797,7500
1802,25000
1808,9000
1810,50000
1820,22000
1826,55000
1829,16000
1838,12000
1842,27000
1856,19000
1861,19000
1863,32000
1870,40000
1878,55000
1883,11000
1890,15000
1894,90000
1895,29000
1897,60000
1900,70000
1906,23000
1911,11000
1915,42000
1921,38000
1922,25000
1926,11300
1927,12000
1931,26000
1932,26000
1933,30000
1936,6500
1946,24000
1948,30000
1960,30000
1979,11500
1988,6000
1995,5500
2008,10000
2012,27000
2019,7500
2028,27000
2032,100000
2033,6000
2037,35000
2040,18000
2045,10000
2047,18000
2051,16000
2057,40000
2069,13000
2077,6500
2079,45000
2085,22000
2087,30000
2088,12000
2093,19500
2094,12500
2112,14000
2118,58000
2119,14000
2120,12000
2125,12000
2127,8000
2132,40000
2139,26000
2155,26000
2157,26000
2167,45000
2168,8000
2170,12000
2171,18000
2175,9000
2189,30000
2197,20000
2204,21000
2227,14800
2233,25000
2234,15000
2237,26000
2238,22000
2251,40000
2257,13000
2266,15000
2267,28000
2281,10000
2285,60000
2286,14000
2287,60000
2288,40000
2290,7500
2295,25000
2304,17000
2306,13000
2311,23000
2314,28500
2321,20000
2326,9200
2329,40000
2332,25000
2335,7100
2337,35000
2352,9000
2361,30000
2367,30000
2372,30000
2381,20000
2382,20000
2390,130000
2397,16000
2398,20000
2399,34000
2401,30000
2402,15000
2417,7500
2420,24000
2436,35000
2437,12500
2438,35000
2441,17000
2442,55000
2448,10000
2450,60000
2454,13000
2456,28000
2464,27500
2465,29000
2474,16000
2479,25000
2485,8000
2492,24000
2493,25000
2497,15000
2501,19000
2504,19000
2507,120000
2526,13000
2528,25000
2531,18000
2536,25000
2537,35000
2546,60000
2553,13000
2555,12500
2564,22000
2571,27000
2578,20000
2579,27000
2586,28000
2592,15000
2594,25000
2596,21500
2601,70000
2605,10000
2607,20000
2610,38000
2611,11200
2617,16000
2618,225000
2623,45000
2624,30000
2630,100000
2635,7500
2642,17000
2643,14000
2655,50000
2658,38000
2662,40000
2674,35000
2686,7500
2706,45000
2711,12500
2713,28500
2720,28000
2721,22000
2739,16500
2740,12000
2753,16000
2756,40000
2757,8500
2760,28000
2766,12500
2768,6500
2770,23000
2779,9000
2786,20000
2787,13000
2789,26000
2790,22000
2800,11500
2802,45000
2803,14500
2823,13000
2825,110000
2830,7500
2847,13000
2849,55000
2857,110000
2870,8000
2872,28000
2874,16000
2876,18000
2882,12000
2883,16000
2884,17000
2885,19500
2886,20000
2893,40000
2899,38000
2907,24000
2913,13000
2916,18000
2925,14000
2927,35000
2929,9500
2943,11000
2952,18000
2954,32000
2955,11000
2957,11000
2963,23000
2964,17000
2977,15000
2978,7000
2983,21000
2985,11000
2996,5900
3003,26000
3007,17000
3008,65000
3013,11000
3015,25000
3017,9500
3018,44000
3023,20000
3028,22200
3039,85000
3042,15500
3045,35500
3055,24000
3059,26000
3060,9000
3061,16000
3067,32000
3068,9000
3071,18000
3073,32000
3077,38000
3094,8990
3101,18500
3105,12000
3109,95000
3112,15000
3113,30000
3114,10000
3116,25000
3117,10000
3121,120000
3123,12000
3126,9800
3127,10500
3128,150000
3141,25000
3142,24000
3143,8500
3154,15000
3158,14000
3171,19000
3172,7000
3176,16000
3177,26000
3180,15000
3186,30000
3194,16000
3212,22000
3213,50000
3214,22000
3216,13000
3218,45000
3220,40000
3225,80000
3226,6500
3230,22000
3242,9000
3247,15000
3261,19000
3267,8000
3271,10000
3272,16500
3276,16000
3288,15000
3289,32000
3292,18000
3296,14000
3297,20000
3303,39000
3308,45000
3311,29000
3313,7000
3318,110000
3319,50000
3322,32000
3328,9000
3331,12500
3340,9100
3342,35000
3358,30000
3362,32000
3367,30000
3371,25000
3372,17000
3374,16000
3377,14000
3379,20000
3383,31000
3388,30000
3389,16000
3394,21000
3396,28000
3405,45000
3417,15000
3419,16000
3422,40000
3424,17000
3426,15000
3427,28000
3435,20000
3436,11000
3447,90000
3451,60000
3456,80000
3457,11000
3459,35000
3462,15000
3463,13000
3469,10000
3472,13000
3477,28000
3479,18000
3484,16000
3487,23000
3491,17000
3495,17000
3499,8500
3508,15500
3513,6500
3522,15000
3527,8500
3528,15000
3534,32000
3535,90000
3540,8500
3543,11000
3548,22000
3551,15000
3559,11500
3563,30000
3572,30000
3574,24500
3579,40000
3582,10000
3590,32000
3591,18000
3596,10000
3600,10500
3601,15999
3603,9500
3605,200000
3613,33000
3617,18000
3618,70000
3621,28000
3622,42000
3631,135000
3635,24000
3638,19000
3639,10000
3643,11000
3644,17000
3647,18900
3652,30000
3658,12500
3659,30000
3677,43000
3686,17000
3687,26000
3688,18000
3694,25500
3700,58000
3717,20000
3719,26000
3722,42000
3724,14000
3732,25000
3736,45000
3738,7000
3741,150000
3749,12000
3758,120000
3769,26000
3771,15000
3774,18000
3775,35000
3785,6000
3789,28000
3812,35000
3817,14000
3822,35000
3826,60000
3833,28000
3840,14000
3841,35000
3855,27000
3866,18000
3868,22000
3874,20000
3877,65000
3891,15000
3892,40000
3893,20000
3894,16000
3897,30000
3898,19000
3900,65000
3904,15000
3907,12500
3921,48000
3922,40000
3924,12500
3925,16000
3932,27000
3934,8000
3938,28000
3943,10000
3959,15000
3967,15000
3969,7000
3980,10000
3983,200000
3994,9000
3998,30000
4002,30000
4008,36000
4011,35000
4015,39500
4017,9900
4022,26000
4032,9000
4042,45000
4049,23000
4050,60000
4052,15000
4055,15000
4075,10500
4085,17000
4091,80000
4094,7500
4096,25000
4110,28000
4112,16000
4115,16000
4119,32000
4123,60000
4135,65000
4139,50000
4145,23000
4152,30000
4154,40000
4159,20500
4163,24000
4180,11000
4181,30000
4194,32000
4196,10000
4208,15000
4209,15000
4211,40000
4215,6000
4216,10000
4223,10000
4227,8000
4239,80000
4245,6000
4255,48000
4264,6000
4265,25000
4271,10000
4272,5000
4279,14000
4280,25000
4285,13500
4299,50000
4300,52000
4306,30000
4316,14000
4322,12000
4324,38000
4332,160000
4335,34000
4338,20000
4347,42000
4350,8500
4354,45000
4356,28000
4360,28000
4361,18000
4375,18500
4376,15000
4381,32000
4382,75000
4383,40000
4387,15000
4389,18000
4391,12000
4393,7200
4395,12000
4396,22000
4399,90000
4402,90000
4406,13000
4408,12500
4413,10000
4414,50000
4433,32000
4444,85000
4450,29328
4454,10000
4455,80000
4457,12000
4463,9500
4465,9400
4466,45000
4469,240000
4470,22000
4471,45000
4472,12000
4476,19500
4487,80000
4489,18000
4492,18000
4495,215000
4498,18000
4499,20000
4504,15000
4506,15000
4517,25000
4526,18000
4527,15500
4530,12000
4540,26000
4545,35000
4550,30000
4552,37000
4555,32000
4558,32000
4560,15000
4569,35000
4571,15000
4584,90000
4591,36000
4599,10000
4612,35000
4615,30000
4617,50000
4624,17000
4625,16500
4636,22000
4644,32000
4650,35000
4651,32000
4656,55000
4657,25000
4659,26000
4661,9000
4665,13000
4672,40000
4676,10000
4679,6500
4680,22000
4685,5000
4688,17000
4696,60000
4697,13000
4703,25000
4707,75000
4709,10000
4718,35000
4722,15000
4723,50000
4727,10000
4733,32000
4737,11000
4738,8000
4748,17000
4752,17000
4770,250000
4773,6000
4776,9000
4777,11000
4785,23000
4786,31500
4795,10000
4800,26500
4817,20000
4820,14000
4834,27000
4840,35000
4841,35000
4852,10000
4858,17000
4865,38000
4869,38500
4870,15500
4877,50000
4880,5000
4894,27000
4895,17000
4897,18000
4901,15500
4902,36000
4903,13000
4913,35000
4915,30000
4916,25000
4920,33000
4924,26500
4925,23500
4928,11000
4934,16000
4935,35000
4937,28000
4943,11000
4963,65000
4965,11000
4968,68000
4976,10000
4977,48000
4980,45000
4981,7700
4994,20000
5000,45000
5005,11000
5018,70000
5022,75000
5027,30000
5039,26000
5042,13000
5047,26000
5049,15000
5054,12000
5058,80000
5063,12500
5072,25000
5081,28000
5085,22000
5086,35000
5095,28000
5098,25000
5099,13000
5100,37000
5101,16000
5104,8000
5115,11000
5117,38000
5121,19000
5122,26000
5138,13000
5141,20000
5146,9000
5148,28000
5153,32000
5164,15000
5182,23000
5188,10000
5190,11000
5197,11000
5202,12000
5218,40000
5220,30000
5223,30000
5237,36000
5239,18000
5240,10400
5245,15000
5250,18000
5251,44000
5254,18000
5257,200000
5265,100000
5269,25000
5270,13000
5271,38000
5282,7500
5288,21000
5295,45000
5296,25000
5297,35000
5300,24000
5301,25000
5307,40000
5310,60000
5318,8500
5328,14000
5334,22000
5335,22000
5343,15000
5356,40000
5359,30000
5362,25000
5372,15000
5374,16500
5380,15000
5385,10000
5389,30000
5396,32000
5398,35000
5404,19000
5407,8500
5412,10000
5425,14000
5426,22000
5430,15000
5431,26000
5439,13000
5442,27500
5448,33000
5464,225000
5465,40600
5474,17000
5479,15000
5483,36000
5484,60000
5491,20000
5506,27000
5508,50000
5510,12500
5511,80000
5518,40000
5524,6000
5533,22000
5537,30000
5541,19000
5548,25000
5553,15000
5554,7500
5560,12000
5562,29000
5572,9000
5579,16500
5583,8500
5587,10500
5596,30000
5600,30000
5606,35000
5609,75000
5610,30000
5624,23000
5625,18000
5630,75000
5631,35000
5635,28000
5637,32000
5643,18000
5644,17000
5645,7000
5646,30000
5657,7500
5659,40000
5664,10000
5666,25000
5671,30000
5672,65000
5675,28000
5681,28000
5684,15000
5687,85000
5688,9500
5693,28000
5697,28000
5698,35000
5707,200000
5717,120000
5726,15000
5741,17000
5745,5000
5755,18000
5756,25000
5763,45000
5767,15000
5769,90000
5773,13000
5775,19000
5788,18000
5789,25000
5791,18000
5792,18000
5815,10500
5824,15000
5826,18000
5829,60000
5840,15000
5841,35000
5844,30000
5846,33000
5852,25000
5856,17000
5857,22000
5862,325000
5866,11000
5872,14000
5875,15000
5883,8000
5888,18000
5889,42000
5892,35000
5902,16000
5906,32000
5909,45000
5918,130000
5936,11000
5938,21500
5956,45000
5963,14000
5977,16500
5979,45000
5983,7500
5987,11000
5989,50000
5995,22000
5998,45000
5999,22000
6004,13500
6010,50000
6014,65000
6015,20000
6018,8000
6032,15500
6034,26000
6036,12500
6042,11500
6043,25000
6046,90000
6048,11000
6051,28000
6058,12500
6059,30000
6060,16000
6062,35000
6065,50000
6074,26000
6081,18000
6085,43000
6092,30000
6093,14500
6094,12000
6101,25000
6109,20000
6124,15000
6136,24000
6137,15000
6138,90000
6140,18000
6144,22000
6152,5500
6154,46000
6158,275000
6159,65000
6163,30000
6164,20000
6171,7500
6176,75000
6191,30000
6194,18000
6196,13000
6200,11000
6203,8500
6209,6000
6210,40000
6211,35000
6214,85000
6215,24000
6218,65000
6225,95000
6232,14000
6235,14000
6240,16000
6241,5500
6247,10000
6259,20000
6263,14000
6264,10000
6265,6000
6270,40000
6285,6000
6286,14500
6292,110000
6295,30000
6304,27200
6305,25000
6307,200000
6319,28000
6321,17000
6334,35000
6337,13000
6339,11500
6341,56000
6342,8000
6346,9000
6347,65000
6351,19000
6353,15000
6360,150000
6364,30000
6366,18500
6378,13000
6380,32000
6391,7300
6395,15000
6397,19000
6408,27000
6425,100000
6427,100000
6430,32000
6435,16200
6440,38000
6445,15000
6450,12000
6457,16500
6458,14000
6463,25000
6468,17000
6474,15000
6487,25000
6492,70000
6506,45000
6518,17500
6520,15000
6521,8000
6529,14000
6530,52500
6540,35000
6541,35000
6544,9500
6549,35000
6558,14000
6565,35000
6568,40000
6571,36000
6574,20000
6577,25000
6579,10500
6581,32800
6582,13000
6583,20000
6585,70000
6586,12000
6588,65000
6592,26000
6597,10000
6599,13500
6600,50000
6601,38000
6605,21000
6616,15000
6625,35000
6627,20000
6631,36000
6632,8000
6634,10500
6652,65000
6653,25000
6659,25000
6671,28000
6684,14000
6694,30000
6698,300000
6699,9000
6702,54000
6705,13000
6707,18000
6710,25000
6711,20000
6712,220000
6713,25000
6720,20000
6727,12000
6750,11000
6752,19000
6757,48000
6759,21000
6762,6500
6768,9000
6772,8000
6775,10200
6776,65000
6777,125000
6778,8500
6780,16000
6783,16000
6786,9500
6787,13000
6788,75000
6792,12500
6796,32000
6798,80000
6805,13000
6812,12000
6817,10000
6818,15500
6819,35000
6820,110000
6822,110000
6824,33000
6829,18000
6833,55000
6844,18000
6852,32000
6856,16000
6862,15000
6872,8500
6873,25000
6875,25000
6879,17500
6900,9000
6901,21000
6903,20500
6910,25000
6911,34000
6912,22000
6913,18000
6915,11500
6920,9000
6927,22000
6931,65000
6950,23000
6953,16000
6958,10110
6959,11000
6960,21000
6969,27000
6973,23000
6975,45000
6976,15500
6977,14000
6986,30000
6993,55000
7004,28000
7015,15000
7021,12000
7026,36800
7031,9000
7036,20000
7039,17000
7041,19000
7046,23000
7055,60000
7063,18000
7066,15000
7085,90000
7101,17000
7105,35000
7109,130000
7112,25000
7121,50000
7125,10000
7128,130000
7140,28000
7144,40000
7146,23000
7160,60000
7169,18000
7172,100000
7173,26000
7186,15000
7194,11000
7198,50000
7203,32000
7207,90000
7208,32000
7214,80000
7220,22000
7228,24000
7229,10000
7233,20000
7234,75000
7237,42000
7241,60000
7243,28000
7245,33000
7246,60000
7250,180000
7252,11000
7253,16000
7256,35000
7258,24000
7263,11000
7267,35000
7269,19000
7283,16000
7285,9500
7291,10500
7297,10000
7300,55000
7301,14000
7320,11000
7324,17000
7325,15500
7328,8500
7338,30000
7342,8500
7349,25000
7353,30000
7354,60000
7359,20000
7361,30000
7375,5900
7376,50000
7398,16000
7400,8000
7408,30000
7416,6500
7418,30000
7426,13000
7435,50000
7437,170000
7447,35000
7448,26000
7450,8000
7451,40000
7459,35000
7460,22000
7465,22000
7467,47000
7470,10300
7474,9000
7479,10000
7487,60000
7489,70000
7491,20000
7497,16000
7499,29000
7503,14000
7515,35000
7523,14000
7530,60000
7537,130000
7543,55000
7550,28000
7557,15000
7561,19000
7565,38000
7569,9000
7578,17000
7579,35000
7584,26000
7592,45000
7595,7500
7597,35000
7609,30000
7610,30000
7618,35000
7625,39000
7633,13000
7643,9000
7651,10000
7652,16000
7654,6000
7661,21000
7665,7500
7668,15000
7677,32000
7679,12000
7681,15000
7689,11000
7691,11000
7692,24000
7697,35000
7705,24000
7706,16000
7707,26000
7710,13000
7712,20000
7713,50000
7719,25000
7721,35000
7723,28000
7726,100000
7728,33000
7732,28000
7734,20000
7751,28000
7766,45000
7768,42000
7782,26000
7787,18000
7788,19000
7790,24000
7801,23000
7803,10000
7804,12000
7808,33000
7813,13500
7827,70000
7831,25000
7836,75000
7842,95000
7843,11000
7846,18000
7860,17000
7862,10800
7874,35000
7879,14000
7884,42000
7896,19000
7902,11000
7908,11000
7909,8000
7910,23000
7914,18000
7927,27000
7929,16000
7935,25000
7936,13000
7937,25000
7939,35000
7940,9000
7943,27000
7947,30000
7962,60000
7963,25000
7968,65000
7970,12000
7973,13500
7987,26000
7989,7500
7991,80000
7994,15000
8001,7000
8019,37000
8027,9000
8031,28000
8037,22000
8041,12000
8043,11000
8049,13000
8055,90000
8066,25000
8077,14000
8083,60000
8094,17000
8096,15000
8098,28000
8101,28000
8103,5500
8106,30000
8123,23000
8127,59000
8132,24000
8146,95000
8154,9000
8156,45000
8158,45000
8169,30000
8173,40000
8177,125000
8179,32000
8187,13000
8195,8000
8199,14500
8201,11000
8217,12500
8219,30000
8220,5200
8221,13500
8222,43000
8228,40000
8229,35000
8232,17000
8237,32000
8240,30000
8243,21000
8247,40000
8254,45000
8255,25000
8260,9500
8263,11000
8269,28000
8270,32000
8271,65000
8274,45000
8277,25000
8279,65000
8280,33500
8283,25000
8284,9000
8286,30000
8290,12000
8292,21000
8298,120000
8299,18000
8300,39000
8301,30000
8303,28000
8319,23000
8321,12500
8332,25000
8336,32000
8343,18000
8345,22000
8348,48000
8354,30000
8356,16000
8360,11000
8361,16500
8370,15000
8375,40000
8384,19000
8385,8000
8391,23000
8396,21000
8397,33000
8405,24000
8412,11000
8413,18000
8416,6000
8417,18000
8433,75000
8434,40000
8435,16000
8455,12000
8473,25000
8485,27000
8486,5000
8502,13500
8516,22000
8519,60000
8520,35000
8523,80000
8526,12000
8547,20000
8555,18000
8566,100000
8568,16000
8586,7500
8590,27000
8599,11900
8606,17500
8609,25000
8613,5500
8614,20000
8617,23000
8625,70000
8635,31000
8636,23000
8637,14000
8644,45000
8645,8000
8646,35000
8647,45000
8648,6000
8649,10000
8656,7000
8665,22000
8667,15000
8672,11000
8678,19000
8682,28000
8683,12000
8684,45000
8688,20000
8698,8000
8705,9000
8707,28000
8710,9500
8711,14000
8730,15000
8732,11000
8736,21000
8737,14000
8738,20000
8743,18000
8754,52000
8755,30000
8759,14000
8763,9000
8772,16500
8779,16500
8781,15000
8786,90000
8794,15000
8798,12500
8808,85000
8816,34500
8827,15000
8829,17000
8838,19000
8844,33000
8858,8000
8862,18000
8874,16500
8876,60000
8884,45000
8886,14000
8891,10000
8897,8000
8905,13000
8909,12000
8910,27000
8911,60000
8925,8000
8930,10000
8938,10000
8954,7000
8955,14000
8959,25000
8970,25000
8974,11000
8979,25000
8981,45000
8987,35000
8989,25000
8990,32000
8992,16000
8993,20000
8994,5800
8999,16000
9000,9500
9002,22000
9003,15000
9013,32000
9016,30000
9018,19000
9020,45000
9025,70000
9032,17000
9047,25000
9065,12000
9071,75000
9081,23000
9082,13000
9092,26000
9094,6500
9097,65000
9098,6000
9118,15000
9125,30000
9129,37000
9133,16500
9148,11000
9151,16000
9154,14000
9156,10000
9160,35000
9170,19000
9173,19000
9175,17000
9183,10000
9188,25000
9194,14000
9199,15000
9202,18000
9205,26000
9226,13000
9233,11000
9243,9000
9249,40000
9254,15000
9264,55000
9273,12000
9277,16000
9278,35000
9280,100000
9291,18000
9292,26000
9299,15000
9317,25000
9325,37000
9335,25000
9340,18000
9344,40000
9345,21000
9351,27000
9353,30000
9360,95000
9369,7000
9371,12000
9374,180000
9388,20000
9394,18000
9395,38000
9396,20000
9398,31000
9400,21000
9402,78000
9404,24000
9437,250000
9439,70000
9446,40000
9454,21000
9464,35000
9466,28000
9474,38000
9477,170000
9479,32000
9486,31000
9494,30000
9495,21000
9498,11000
9501,35000
9509,21000
9512,21000
9515,29000
9522,20000
9528,10000
9532,25000
9536,75000
9544,28000
9546,34000
9548,14000
9559,18000
9560,15000
9570,150000
9573,80000
9581,15000
9583,12000
9586,6500
9590,19000
9592,40000
9596,26000
9598,40000
9603,10000
9610,12500
9615,13000
9618,12000
9633,20000
9637,23000
9638,24000
9650,18000
9654,20000
9664,20000
9665,17000
9666,45000
9678,38000
9679,16000
9683,80000
9688,30000
9700,45000
9721,15000
9739,5500
9740,25000
9744,15000
9760,30000
9763,30000
9770,13000
9771,50000
9773,5000
9774,8000
9780,48000
9785,49000
9792,17000
9796,30000
9798,20000
9803,36500
9806,12000
9811,13000
9813,26000
9815,30000
9826,21800
9828,8999
9835,65000
9841,20000
9844,25000
9856,12000
9857,11000
9866,18000
9868,14000
9870,40000
9879,15000
9894,25000
9896,34000
9906,42000
9916,100000
9919,18000
9922,22000
9925,14000
9940,90000
9947,31000
9948,7500
9949,23000
9953,42000
9959,10000
9963,9000
9969,24000
9970,70000
9981,16000
9982,18000
9983,12000
9985,20000
9987,12500
9989,12000
9991,35000
9998,14000
10001,15000
10002,21000
10005,9500
10015,13000
10019,20000
10024,18000
10029,10000
10036,20000
10041,61000
10045,13000
10053,17000
10055,11000
10058,16000
10060,35000
10063,16000
10085,16000
10090,19000
10094,30000
10097,8000
10103,8000
10104,14000
10109,17000
10110,30000
10119,45000
10127,100000
10140,90000
10147,17000
10153,9500
10156,12000
10160,40000
10170,18000
10171,17000
10186,5000
10193,28000
10198,100000
10206,11000
10207,40000
10209,16000
10215,95000
10222,35000
10225,24500
10235,15000
10239,19000
10240,20000
10249,11000
10253,20000
10254,17000
10255,24000
10256,8000
10257,11000
10272,16000
10276,13000
10277,92000
10289,12000
10291,55000
10293,18000
10312,17000
10315,250000
10327,30000
10331,28000
10338,8500
10346,26000
10347,17000
10354,40000
10357,70000
10358,70000
10363,15000
10365,20000
10370,65000
10372,33000
10376,48000
10387,25000
10391,9500
10412,16000
10413,15000
10416,21000
10422,16000
10432,40000
10440,60000
10448,15000
10456,16000
10457,13000
10460,11000
10464,24000
10469,8000
10472,38000
10480,55000
10492,16000
10504,10000
10506,26000
10514,17000
10518,20000
10520,20000
10536,9000
10537,15000
10542,20000
10545,20000
10550,18000
10555,60000
10556,26000
10568,17000
10575,16000
10583,35000
10588,27000
10591,16000
10597,12000
10602,25000
10607,26000
10609,14000
10610,18000
10613,17000
10624,16000
10629,24000
10632,13500
10639,20000
10643,23000
10646,20000
10652,20000
10654,16000
10655,14000
10656,22000
10666,36000
10672,14000
10674,17000
10682,33000
10686,50000
10688,15000
10689,30000
10691,13500
10693,17000
10703,15400
10706,100000
10709,15000
10713,45000
10720,18000
10729,8505
10734,35000
10735,18000
10747,30000
10750,50000
10751,45000
10758,190000
10765,6000
10769,14000
10771,25000
10777,10500
10779,8500
10782,28000
10789,27000
10792,125000
10794,8200
10795,28000
10803,37000
10807,20000
10809,32000
10813,30000
10814,20000
10815,75000
10819,12500
10826,16000
10827,30000
10835,11000
10839,10500
10844,50000
10862,100000
10866,41000
10871,34000
10873,16000
10875,15000
10876,28000
10877,35000
10880,25000
10881,24000
10882,75000
10884,16000
10890,6500
10894,25000
10906,10500
10917,14000
10927,135000
10929,24000
10931,9000
10936,26000
10938,24500
10939,15999
10941,15000
10949,15000
10951,17000
10955,12000
10956,35000
10958,21000
10960,20000
10961,10500
10974,15000
10976,11000
10980,9250
10986,35000
10988,11000
10992,10500
10993,8000
10995,7000
11001,13000
11009,40000
11022,8200
11024,25000
11025,16000
11027,24000
11030,10000
11036,10000
11037,25000
11038,16000
11041,200000
11042,10500
11045,35000
11051,25000
11055,35000
11064,17000
11070,9000
11072,24000
11081,110000
11086,48000
11105,100000
11108,10000
11111,18000
11120,25500
11123,17000
11131,24000
11135,20000
11138,11000
11142,65000
11143,8000
11145,14000
11150,23500
11151,53000
11158,8000
11162,65000
11165,5500
11169,100000
11171,50000
11172,10000
11178,7000
11183,25000
11187,18000
11190,26000
11192,45000
11199,12000
11200,13000
11208,9000
11212,14000
11217,21000
11219,40000
11222,30000
11229,30000
11234,52000
11248,11000
11264,28000
11266,130000
11271,150000
11273,6000
11275,30000
11283,8500
11284,8500
11288,40000
11289,30000
11292,37500
11295,15000
11296,300000
11300,9000
11303,22000
11308,24000
11312,38000
11322,27000
11325,10000
11331,6800
11336,15000
11340,9000
11343,21000
11351,18000
11357,11000
11365,35000
11368,56000
11374,150000
11381,26000
11384,10000
11386,13000
11392,39500
11394,85000
11397,45000
11403,11000
11406,20000
11408,14000
11409,12000
11414,100000
11416,13500
11419,8500
11423,80000
11432,12500
11435,17000
11439,45000
11441,35000
11447,6000
11454,20000
11456,34000
11458,32000
11459,9000
11462,15500
11464,15000
11468,19000
11469,14000
11476,16500
11488,8000
11492,15000
11502,30000
11504,70000
11507,25000
11521,26000
11530,45000
11533,15000
11549,27000
11550,10000
11551,17000
11552,23000
11554,65000
11555,24000
11556,13000
11557,25000
11559,17000
11563,17000
11564,7000
11566,18000
11572,18000
11575,15000
11576,35000
11577,9000
11587,150000
11588,25000
11599,70000
11600,27000
11602,39500
11606,25000
11609,10000
11610,15000
11628,27000
11629,10000
11636,36000
11637,100000
11638,8500
11665,6500
11666,6500
11667,50000
11681,13000
11685,12000
11694,10000
11696,10000
11697,20000
11699,29000
11700,30000
11702,24000
11706,15000
11709,45000
11711,20000
11716,12000
11718,18000
11719,55000
11721,50000
11722,30000
11730,15500
11731,7000
11741,30000
11745,20000
11746,11000
11759,8500
11768,60000
11769,20000
11770,26000
11771,30000
11790,13000
11793,29000
11794,9000
11796,13500
11797,40000
11799,35000
11805,26000
11806,21000
11811,27000
11814,80000
11827,28000
11828,9000
11830,15000
11856,60000
11861,8000
11868,70000
11869,20000
11875,30000
11877,13000
11880,30000
11881,14000
11884,15000
11896,28000
11901,16000
11902,37000
11906,22000
11907,23000
11910,26000
11912,12000
11916,18500
11918,70000
11921,16000
11923,275000
11925,12000
11926,55000
11927,17000
11933,8500
11934,10000
11953,7000
11954,19000
11955,15000
11960,170000
11961,11000
