id,zone_1_power
44948,21920.0
44949,21981.53846
44950,21950.76923
44951,21778.46154
44952,21716.92308
44953,21803.07692
44954,21901.53846
44955,22086.15385
44956,22049.23077
44957,22104.61538
44958,22240.0
44959,22486.15385
44960,22984.61538
44961,22572.30769
44962,22344.61538
44963,22227.69231
44964,22209.23077
44965,21846.15385
44966,21187.69231
44967,20492.30769
44968,20246.15385
44969,20553.84615
44970,21396.92308
44971,21772.30769
44972,22344.61538
44973,22289.23077
44974,22178.46154
44975,22221.53846
44976,22990.76923
44977,23593.84615
44978,24049.23077
44979,24596.92308
44980,25433.84615
44981,26153.84615
44982,25956.92308
44983,25710.76923
44984,26110.76923
44985,26400.0
44986,26861.53846
44987,27076.92308
44988,27550.76923
44989,27735.38462
44990,28178.46154
44991,28369.23077
44992,29033.84615
44993,29415.38462
44994,31107.69231
44995,31101.53846
44996,31181.53846
44997,31353.84615
44998,31803.07692
44999,30713.84615
45000,30984.61538
45001,31003.07692
45002,30756.92308
45003,31089.23077
45004,31310.76923
45005,31218.46154
45006,31163.07692
45007,31003.07692
45008,31169.23077
45009,31569.23077
45010,31827.69231
45011,31655.38462
45012,31858.46154
45013,32018.46154
45014,31944.61538
45015,31692.30769
45016,31901.53846
45017,31932.30769
45018,31673.84615
45019,31366.15385
45020,30966.15385
45021,31089.23077
45022,31427.69231
45023,31113.84615
45024,31273.84615
45025,31292.30769
45026,31175.38462
45027,31267.69231
45028,31495.38462
45029,31273.84615
45030,31907.69231
45031,32947.69231
45032,34775.38462
45033,37821.53846
45034,40055.38462
45035,40393.84615
45036,40332.30769
45037,40381.53846
45038,40264.61538
45039,39895.38462
45040,39846.15385
45041,40092.30769
45042,39329.23077
45043,39390.76923
45044,39095.38462
45045,38683.07692
45046,38504.61538
45047,38332.30769
45048,38640.0
45049,38541.53846
45050,38418.46154
45051,38283.07692
45052,38172.30769
45053,37975.38462
45054,37587.69231
45055,36947.69231
45056,36356.92308
45057,36080.0
45058,35544.61538
45059,35076.92308
45060,34498.46154
45061,34073.84615
45062,33470.76923
45063,32843.07692
45064,32215.38462
45065,31181.53846
45066,30338.46154
45067,29723.07692
45068,28886.15385
45069,28178.46154
45070,27587.69231
45071,27236.92308
45072,26461.53846
45073,25963.07692
45074,25587.69231
45075,25224.61538
45076,24830.76923
45077,24363.07692
45078,23827.69231
45079,23446.15385
45080,23316.92308
45081,23292.30769
45082,23095.38462
45083,22984.61538
45084,22387.69231
45085,22246.15385
45086,22147.69231
45087,22036.92308
45088,21938.46154
45089,21661.53846
45090,21526.15385
45091,21501.53846
45092,21741.53846
45093,21741.53846
45094,21747.69231
45095,21753.84615
45096,21803.07692
45097,21987.69231
45098,22043.07692
45099,21950.76923
45100,21950.76923
45101,22184.61538
45102,22363.07692
45103,22467.69231
45104,23083.07692
45105,22966.15385
45106,22572.30769
45107,22424.61538
45108,22258.46154
45109,21926.15385
45110,21052.30769
45111,20400.0
45112,20116.92308
45113,20313.84615
45114,20978.46154
45115,21784.61538
45116,21956.92308
45117,22270.76923
45118,22393.84615
45119,22338.46154
45120,23003.07692
45121,23926.15385
45122,24190.76923
45123,24836.92308
45124,24480.0
45125,25372.30769
45126,26135.38462
45127,27083.07692
45128,27520.0
45129,27815.38462
45130,28301.53846
45131,28720.0
45132,28738.46154
45133,29200.0
45134,29643.07692
45135,29969.23077
45136,30141.53846
45137,30393.84615
45138,30295.38462
45139,30412.30769
45140,30744.61538
45141,31076.92308
45142,31156.92308
45143,30720.0
45144,30338.46154
45145,30276.92308
45146,29790.76923
45147,29630.76923
45148,29815.38462
45149,30073.84615
45150,30203.07692
45151,30492.30769
45152,30498.46154
45153,30252.30769
45154,30295.38462
45155,30092.30769
45156,29760.0
45157,29975.38462
45158,29963.07692
45159,29993.84615
45160,30190.76923
45161,30203.07692
45162,30264.61538
45163,29963.07692
45164,29950.76923
45165,29581.53846
45166,29692.30769
45167,29458.46154
45168,29058.46154
45169,29169.23077
45170,29643.07692
45171,29710.76923
45172,29907.69231
45173,30172.30769
45174,30843.07692
45175,31680.0
45176,33513.84615
45177,36676.92308
45178,38676.92308
45179,39138.46154
45180,39163.07692
45181,39347.69231
45182,39236.92308
45183,38966.15385
45184,38990.76923
45185,38812.30769
45186,38529.23077
45187,38670.76923
45188,38855.38462
45189,38436.92308
45190,38375.38462
45191,38098.46154
45192,37944.61538
45193,38320.0
45194,38018.46154
45195,37772.30769
45196,37716.92308
45197,37304.61538
45198,36861.53846
45199,36529.23077
45200,36252.30769
45201,35840.0
45202,35421.53846
45203,35015.38462
45204,34455.38462
45205,33901.53846
45206,33458.46154
45207,32787.69231
45208,32307.69231
45209,31926.15385
45210,31027.69231
45211,30461.53846
45212,29747.69231
45213,29015.38462
45214,28301.53846
45215,27673.84615
45216,26892.30769
45217,26301.53846
45218,26160.0
45219,25655.38462
45220,25243.07692
45221,24572.30769
45222,24301.53846
45223,23883.07692
45224,23618.46154
45225,23310.76923
45226,22898.46154
45227,22646.15385
45228,22578.46154
45229,22504.61538
45230,22338.46154
45231,22227.69231
45232,22276.92308
45233,22178.46154
45234,22129.23077
45235,21790.76923
45236,21630.76923
45237,21698.46154
45238,21649.23077
45239,21513.84615
45240,21298.46154
45241,21563.07692
45242,21710.76923
45243,21723.07692
45244,21643.07692
45245,21698.46154
45246,21895.38462
45247,22221.53846
45248,22787.69231
45249,22806.15385
45250,22775.38462
45251,22676.92308
45252,22516.92308
45253,21950.76923
45254,20800.0
45255,19901.53846
45256,19636.92308
45257,19716.92308
45258,20252.30769
45259,20523.07692
45260,20763.07692
45261,20824.61538
45262,20726.15385
45263,20701.53846
45264,21360.0
45265,22110.76923
45266,22547.69231
45267,22781.53846
45268,23440.0
45269,24006.15385
45270,24953.84615
45271,25667.69231
45272,25501.53846
45273,26135.38462
45274,27033.84615
45275,27273.84615
45276,27427.69231
45277,28000.0
45278,28529.23077
45279,29526.15385
45280,29458.46154
45281,30043.07692
45282,30123.07692
45283,30209.23077
45284,30449.23077
45285,29058.46154
45286,29132.30769
45287,29716.92308
45288,29396.92308
45289,29520.0
45290,29298.46154
45291,29489.23077
45292,29316.92308
45293,29027.69231
45294,29144.61538
45295,29304.61538
45296,29384.61538
45297,29230.76923
45298,29101.53846
45299,29649.23077
45300,30701.53846
45301,30738.46154
45302,30486.15385
45303,30381.53846
45304,30553.84615
45305,30252.30769
45306,30110.76923
45307,29883.07692
45308,30006.15385
45309,29760.0
45310,30190.76923
45311,29630.76923
45312,29372.30769
45313,29120.0
45314,29175.38462
45315,29286.15385
45316,29483.07692
45317,29747.69231
45318,30092.30769
45319,30861.53846
45320,32455.38462
45321,35790.76923
45322,37286.15385
45323,37593.84615
45324,37316.92308
45325,37347.69231
45326,37113.84615
45327,36763.07692
45328,36695.38462
45329,36480.0
45330,36504.61538
45331,36541.53846
45332,36916.92308
45333,37304.61538
45334,37243.07692
45335,37015.38462
45336,36553.84615
45337,36424.61538
45338,36350.76923
45339,36332.30769
45340,36209.23077
45341,36049.23077
